name,engine
Maruti Celerio VXI MT BSIV,998.0
Maruti Zen VXI,993.0
Ford Fiesta 1.4 SXi TDCi ABS,1399.0
BMW X1 sDrive20d,1995.0
Renault Duster 110PS Diesel RXZ Optional with Nav,1461.0
Maruti Alto AX,796.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,1248.0
Tata Harrier XZ BSIV,1956.0
Datsun GO Plus T VDC,1198.0
Ford Endeavour 2.2 Titanium AT 4X2,2198.0
Maruti Zen Std,993.0
Mahindra Xylo D2 Maxx,2489.0
Ford Figo Aspire 1.5 Ti-VCT Titanium,1499.0
Hyundai i20 Active 1.4 S,1396.0
Ford Figo 1.5D Ambiente MT,1498.0
Chevrolet Enjoy 1.3 TCDi LS 8,1248.0
Mahindra Scorpio 1.99 S8,1997.0
Skoda Rapid 1.5 TDI Ambition BSIV,1498.0
Ford Fiesta 1.5 TDCi Ambiente,1498.0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,1248.0
Datsun GO A,1198.0
Skoda Fabia 1.2L Diesel Ambiente,1199.0
Tata Indica Vista Aura 1.3 Quadrajet (ABS),1248.0
Hyundai Elite i20 Petrol CVT Magna Executive,1197.0
Volkswagen Polo Select 1.5 TDI Highline,1498.0
Maruti Wagon R LXI CNG Optional,998.0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,1497.0
Maruti Ciaz ZXi Plus,1373.0
Honda Amaze S Diesel BSIV,1498.0
Maruti Ignis 1.2 Alpha BSIV,1197.0
Tata Tiago NRG Petrol AMT,1199.0
Ford EcoSport 1.5 TDCi Signature BSIV,1498.0
Ford Figo Aspire Titanium,1194.0
BMW X5 3.0d,2993.0
Tata Aria Pleasure 4x2,2179.0
Mahindra KUV 100 mFALCON G80 K6 AW,1198.0
Hyundai Santro Xing XK eRLX Euro II,1086.0
Mahindra Bolero Pik-Up CBC 1.7T,2523.0
Tata Tiago 2019-2020 XZ,1199.0
Toyota Innova Crysta 2.4 ZX AT,2393.0
Maruti Celerio ZXI Optional AMT BSIV,998.0
Skoda Rapid 1.6 TDI Ambition Plus Alloy,1598.0
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2494.0
Audi Q3 35 TDI Quattro Technology,1968.0
Maruti 800 EX 5 Speed,796.0
Tata Xenon XT EX 4X2,2179.0
Tata Manza Aura (ABS) Safire,1368.0
Honda Amaze Anniversary Edition,1498.0
Hyundai i10 Era 1.1 iTech SE,1086.0
Chevrolet Enjoy 1.3 TCDi LTZ 7,1248.0
Fiat Punto EVO 1.3 Emotion,1248.0
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,1498.0
Land Rover Range Rover Evoque 2.2L Pure,2179.0
Volkswagen Jetta 2.0L TDI Comfortline,1968.0
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2179.0
Honda Amaze EX i-Vtech,1198.0
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2179.0
Skoda Rapid 1.5 TDI AT Style BSIV,1498.0
Maruti Ciaz 1.4 Sigma,1373.0
Tata Indigo CS GLX BS III,1193.0
Ford Figo Petrol LXI,1196.0
Tata Indigo Grand Petrol,1396.0
Honda Civic 1.8 V MT Inspire,1799.0
Maruti Ertiga LDI,1248.0
Mahindra KUV 100 G80 K4 Plus 5Str,1198.0
Hyundai Santro Xing GL Plus LPG,1086.0
Mahindra TUV 300 mHAWK100 T8 AMT,1493.0
Renault KWID RXE,799.0
Datsun GO Plus D,1198.0
Jeep Compass 1.4 Sport,1368.0
Chevrolet Sail Hatchback 1.2,1199.0
Ford Ikon 1.6 Really Sport,1597.0
Maruti Ertiga LDI Option,1248.0
Hyundai Tucson CRDi,1991.0
Tata New Safari Dicor LX 4X2 BS IV,2179.0
Maruti Swift Lxi BSIII,1298.0
Tata Indica V2 DLS BSIII,1405.0
Mahindra Scorpio S10 4WD,2179.0
Maruti Swift LDI,1248.0
Mahindra KUV 100 mFALCON D75 K4,1198.0
Maruti Ciaz RS ZXi Plus,1373.0
Honda Amaze VX Petrol BSIV,1199.0
Chevrolet Cruze LTZ AT,1998.0
Mitsubishi Pajero Sport 4X4 Dual Tone,2477.0
Tata New Safari Dicor EX 4X2 BS IV,2179.0
Mahindra Scorpio 1.99 S4 Plus,1997.0
Mahindra Thar 4X4,2498.0
Honda BRV i-VTEC V MT,1497.0
Fiat Linea Emotion,1368.0
Maruti Dzire ZXI,1197.0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,1498.0
Maruti Ritz VDi ABS,1248.0
Nissan Terrano XL,1598.0
Hyundai Accent Executive LPG,1495.0
Maruti Wagon R LXI DUO BS IV,998.0
Tata New Safari 4X4 EXI BSIII,2092.0
Ford Ecosport 1.5 Diesel Trend,1498.0
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2179.0
Mahindra TUV 300 T6,1493.0
Volkswagen Polo Petrol Trendline 1.2L,1198.0
Honda CR-V 2.0L 2WD AT,1997.0
Maruti Ritz Genus VDi,1248.0
Skoda Octavia Rider 1.9 AT TDI,1896.0
Mahindra Marazzo M2 8Str BSIV,1497.0
Hyundai Getz 1.1 GLE,1086.0
Honda Amaze E i-VTEC,1198.0
Tata Indigo VS,1405.0
Honda City i DTec S,1498.0
Mercedes-Benz GLA Class 200,1991.0
Datsun GO Plus A Option Petrol,1198.0
Mahindra XUV500 W4 1.99 mHawk,1997.0
Maruti Swift Dzire AMT ZXI,1197.0
Mahindra KUV 100 D75 K4 Plus,1198.0
Tata Indica V2 DL,1396.0
Maruti Alto 800 VXI Optional,796.0
Mahindra KUV 100 D75 K8 Dual Tone,1198.0
Ford Figo 1.2P Sports Edition MT,1196.0
Mahindra KUV 100 mFALCON D75 K2,1198.0
Volkswagen Polo 2015-2019 GT 1.5 TDI,1498.0
Hyundai Elantra CRDi SX Option AT,1498.0
Volkswagen Vento 1.5 TDI Highline Plus AT,1498.0
Skoda Rapid 1.5 TDI Ambition Plus,1498.0
Volkswagen Passat Highline DSG S (Spl. Edition),1968.0
Skoda Octavia Ambiente 1.9 TDI,1896.0
Maruti Alto Green LXi (CNG),796.0
Hyundai Grand i10 CRDi SportZ Edition,1120.0
Ford Classic 1.6 Duratec CLXI,1596.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1498.0
Renault Lodgy 85PS RxL,1461.0
Chevrolet Trailblazer LTZ 4X2 AT,2776.0
Isuzu MU 7 AT Premium,2999.0
Mercedes-Benz GLC 220d 4MATIC,1950.0
Hyundai Verna CRDi 1.6 EX,1582.0
Ford Fiesta 1.4 ZXi TDCi Limited Edition,1399.0
Maruti Swift AMT VDI,1248.0
Maruti Baleno Alpha CVT,1197.0
Audi A6 2.0 TDI Premium Plus,1968.0
Toyota Etios Liva 1.4 VD,1364.0
Hyundai Sonata 2.0L CRDi MT,1991.0
Mahindra XUV500 AT W8 FWD,2179.0
Skoda Octavia L and K 1.9 TDI (MT),1896.0
Hyundai Verna 1.6 SX VTVT AT,1591.0
Mitsubishi Pajero Sport Anniversary Edition,2477.0
Hyundai EON 1.0 Kappa Magna Plus Optional,998.0
Tata Tiago 2019-2020 XZ Plus Dual Tone,1199.0
Honda BR-V i-DTEC VX MT,1498.0
Honda BR-V i-VTEC VX MT,1497.0
Mercedes-Benz B Class B200 CDI Sport,2143.0
Renault Lodgy 85PS RxZ,1461.0
Tata Indica V2 1.2 GLE BSIII,1193.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2987.0
Audi A6 2.0 TDI,1968.0
Volvo XC60 Inscription D5 BSIV,1969.0
Nissan Kicks XV D BSIV,1461.0
Honda City i DTec E,1498.0
Maruti Wagon R LX Minor,998.0
Skoda Rapid 1.6 MPI Elegance,1598.0
Hyundai Accent GLS 1.6,1599.0
Maruti Ignis Zeta,1197.0
Renault KWID Climber 1.0 MT BSIV,999.0
Toyota Etios Liva G,1197.0
Chevrolet Tavera B2 8 Seats BSIII,2499.0
Chevrolet Tavera Neo LT-L - 9 seats BSII,2499.0
Chevrolet Spark 1.0 LT LPG,995.0
Mahindra Scorpio S5 BSIV,2179.0
Tata Tiago 1.2 Revotron XTA,1199.0
Toyota Corolla Altis Diesel D4DJ,1364.0
Tata Manza Aqua Quadrajet,1248.0
Isuzu D-Max V-Cross 4X4,2499.0
Hyundai Venue SX Plus Dual Tone Turbo DCT,998.0
Maruti Zen Classic,993.0
Renault Scala Diesel RxL,1461.0
Hyundai EON 1.0 Magna Plus Option O,998.0
Honda Mobilio S i VTEC,1497.0
BMW 3 Series 320d Corporate Edition,1995.0
Tata Nano LX SE,624.0
Chevrolet Sail Hatchback 1.2 LS,1199.0
Ford Figo 1.5 Sports Edition MT,1498.0
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,1498.0
Volkswagen Vento Petrol Highline AT,1598.0
Ambassador Grand 2000 DSZ PW CL,1995.0
Honda Amaze VX i-VTEC,1198.0
Maruti Eeco 5 STR With AC Plus HTR CNG,1196.0
Mercedes-Benz E-Class E250 CDI Elegance,2143.0
Maruti Swift LDI SP Limited Edition,1248.0
Maruti Wagon R VXI AMT Opt 1.2,1197.0
Hyundai Xcent 1.2 VTVT SX Option,1197.0
Volvo S90 D4 Inscription BSIV,1969.0
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,1199.0
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,1198.0
Hyundai Verna SX Diesel,1493.0
Maruti S-Presso VXI AT,998.0
Hyundai Santro Xing XK eRLX EuroIII,1086.0
Renault Lodgy 85PS Std,1461.0
Renault Fluence 2.0,1997.0
Ford Figo Aspire Titanium Diesel,1499.0
Hyundai Verna CRDi 1.6 SX,1582.0
Maruti Baleno Alpha Diesel,1248.0
Tata New Safari Dicor VX 4X2,2179.0
Hyundai Santa Fe 4x4 AT,2199.0
Tata Indica Vista Aura 1.2 Safire BSIV,1172.0
Maruti Gypsy King Soft Top,1298.0
Chevrolet Aveo U-VA 1.2 LT,1150.0
Renault Duster RXZ 110PS AMT BSIV,1461.0
Honda Jazz V Diesel,1498.0
Volkswagen Polo Select 1.2 MPI Highline,1198.0
Ford Ecosport 1.5 Petrol Titanium,1496.0
Honda City i VTEC SV,1497.0
Honda Accord 2.4 A/T,2354.0
Audi A3 40 TFSI Premium,1798.0
Maruti SX4 ZXI MT BSIV,1586.0
Toyota Innova 2.5 E 7 STR,2494.0
Honda City ZXi AT,1493.0
Ford Fiesta 1.4 Duratorq EXI,1399.0
Chevrolet Cruze LT,1991.0
Maruti Celerio ZXI AMT BSIV,998.0
Tata Bolt Revotron XM,1193.0
Tata Manza Aura (ABS) Safire BS IV,1368.0
Tata Nexon 1.5 Revotorq XT,1497.0
Ford Freestyle Titanium Plus Diesel BSIV,1498.0
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2494.0
